-0.038276292	0.08890641	-0.0013952748	-0.026682613	0.0035580832	0.012584203	0.043484855	-0.06601761	-0.07390624	-0.013627267	0.02131746	0.09951689	-0.01161965	-0.10010847	-0.005278035	0.07769673
-0.0016176375	-0.0011987521	0.030687107	-0.024134733	0.045905527	-0.027841274	0.027614543	-0.02719758	-0.034652196	-0.06700592	0.055236455	0.15554748	0.005060073	-0.1402009	0.0146224	0.038009446
-0.042156607	-0.0077279387	0.029315244	0.013591584	0.012965931	-0.02938008	-0.021969218	-0.012395107	0.017588196	-0.0094140945	-0.019594135	0.14084667	-0.033795826	-0.16155764	0.010619565	0.06663887
0.015914336	0.032778304	-0.014339959	-0.020037519	0.029985353	-0.037469093	0.04598904	0.017112637	-0.0071401433	-0.055057075	0.013400171	0.016978368	-0.00057786575	-0.20088656	0.096076414	0.10200755
-0.026301038	-0.014942438	0.009006338	-0.023599448	-0.032076403	0.022835659	0.0018844332	-0.048128024	0.026100677	-0.037547838	0.045285005	-0.005144702	-0.021937944	-0.15573955	0.06775245	0.10126339
-0.052942827	-0.0220002	0.016805058	-0.019825557	0.013253697	0.0065536466	-0.012364372	-0.042489924	-0.08653578	-0.01917176	0.02665068	0.041343816	0.017671725	-0.06702045	0.028306417	0.104944915
-0.052041188	-0.03236147	0.021482376	-0.005807996	0.013946513	-0.00835673	-0.038265795	0.033965923	-0.06842567	0.034665648	0.015394451	0.10314172	0.005283562	-0.14160956	0.028461086	0.08110008
-0.038692918	-0.013043122	-0.038665786	-0.028431742	0.006994865	0.0055885823	0.03194438	-0.0124515025	-0.11058995	-0.013325853	0.027490502	0.08382956	-0.029361883	-0.14837518	0.0462499	0.040381078
-0.033189125	0.021875778	0.008938075	0.0025113928	0.042310596	-0.024049962	0.059834577	-0.04013976	-0.027127504	-0.033009224	-0.010332381	0.12817532	-0.004021248	-0.11468645	0.07461564	0.02437736
-0.056553166	-0.022131044	0.10330575	-0.01739434	0.0043119397	-0.08851536	0.08347421	-0.023969699	-0.033968702	-0.0050983494	0.035370454	0.07553993	-0.03968503	-0.1666448	-0.0020579589	0.09334351
-0.049768545	0.045753017	0.046081085	-0.014855364	-0.0055271415	-0.096111625	0.11676832	-0.062007755	0.013521453	-0.003989178	0.045280535	0.009826922	0.007441736	-0.05795363	0.014228984	0.07324255
-0.06442716	0.0658156	0.054545708	-0.0073455684	0.07228359	-0.08727555	-0.010685384	-0.06755337	-0.09049967	0.024008686	0.044623684	-0.011048507	0.07848761	-0.09083211	0.06431678	0.100644365
0.027617045	0.060210966	0.0016337706	0.050401986	0.05502956	-0.08263526	0.024945008	-0.0040330724	-0.08082637	-0.07279333	0.022866707	0.14280091	-0.012301857	-0.014821476	0.052693162	0.034872483
-0.027854329	-0.02155764	-0.027388988	0.070300944	0.016977478	-0.037624717	-0.041843884	-0.038466625	-0.12083444	0.028975774	0.04440259	-0.015240435	0.059565056	-0.07816989	0.11635843	-0.040066756
-0.056078017	-0.02921532	-0.04231326	0.001534365	-0.060214523	-0.026148193	0.008473727	0.035831492	0.005125784	-0.0281159	-0.01879899	0.09271605	-0.031286586	-0.14727876	-0.007478604	0.04270036
0.016797444	0.022684062	0.001098815	0.0076537034	0.03953412	0.009935755	0.051619027	-0.010860403	-0.06914496	0.0064365817	-0.016807854	-0.0012269592	0.045650285	-0.02952834	0.06921891	0.06803047
0.009851194	0.075745076	0.053397764	0.027021315	-0.0062851403	-0.0352743	0.045482963	0.0039334744	-0.047070116	0.06827602	0.078462824	0.082700565	-0.01738675	-0.11918861	0.016782371	0.051327676
-0.007335508	0.037760142	0.030470824	0.0172661	-0.0002610429	-0.13976449	-0.0051480574	-0.07911177	-0.086272076	-0.042927854	-0.013800965	0.044383917	0.062563814	-0.029843062	0.041970223	0.028917247
0.019409109	-0.0024045436	0.054132238	-0.025047597	0.0044204104	-0.110411294	0.027522117	0.019378971	-0.013852501	0.003453121	0.078385964	0.023895234	0.07397986	-0.016725458	0.07157566	0.07708907
0.006091189	0.0137252845	0.041090265	0.009869158	0.08291727	-0.066093385	0.03452203	-0.03349082	0.023421416	-0.052122287	0.09437691	0.08129575	0.0057685613	-0.11493444	0.0029190409	0.09003673
-0.027635053	0.014621473	-0.027761348	0.00064628856	-0.0014789494	0.022575196	0.0009665392	-0.04126865	-0.0380427	-0.06261786	0.012549593	0.07264226	-0.07136565	-0.06626943	0.01864126	-0.037846796
0.092801124	-0.009648755	-0.05196556	-0.051831968	-0.022859845	-0.12831931	0.023170901	-0.16245751	-0.05029739	0.091690116	-0.07641958	0.033741336	-0.11903032	-0.09573172	0.11690645	0.047192976
-0.055946983	-0.0306489	0.025455797	0.012157616	-0.05982232	0.009255263	0.17131928	0.047599547	0.045880772	0.009146898	-0.03829593	0.07399213	-0.02822381	-0.06799254	-0.06395759	0.14395158
-0.041761942	-0.027792485	-0.037394337	-0.06603156	0.035052836	-0.0012688818	-0.016464055	-0.011832104	-0.059052136	0.0055592856	0.036143634	0.077749975	0.003708878	-0.10494383	-0.006484849	-0.0071421457
-0.08665776	0.10239906	0.0045992737	0.023755228	-0.020092469	-0.045821004	0.06895602	-0.06691603	0.025369523	-0.04400621	0.06476785	0.061111845	-0.013093445	-0.30401263	-0.023501134	0.03942873
-0.039767645	0.0056425342	0.011369332	-0.059123605	-0.029623618	0.04321806	-0.029257856	-0.0006471366	-0.07717522	0.12195783	0.05590864	0.08063353	0.0073742457	0.0039178096	0.0116038965	-0.034861
-0.007348861	0.03870194	0.023770839	0.008677857	-0.054667838	0.018948346	-0.0118657155	-0.023626693	0.0018536793	0.0026671777	-0.0035884154	0.065203555	-0.06909711	-0.13395438	0.024404092	0.16815099
-0.010988433	0.06641327	-0.0626536	0.009379141	-0.03977377	0.010194219	-0.05913036	0.033925995	-0.06922592	-0.0021615948	0.10932113	0.051081017	0.034845967	-0.12385392	0.021983609	0.07802351
0.08109406	-0.042136513	-0.029194841	0.0064682243	0.008935058	-0.05949542	0.030297006	-0.019491535	-0.06321923	-0.08559296	0.013520156	0.051975653	-0.0478797	0.020225605	-0.016989559	0.04556391
